species,station_id,station_name,n_years,first_year,last_year,mean_doy,ols_slope,ols_decade,ols_r,ols_p,gls_slope,gls_se,gls_p,ar1_rho,gls_transition
にほんあまがえるの初鳴,倶知安,433,31,1953,2002,129.2,0.35467,3.547,0.6543,0.000065,0.36204,0.05735,0.000001,-0.3258,
にほんあまがえるの初鳴,紋別,435,10,1956,1969,124.7,2.75057,27.506,0.5966,0.068683,-1.02778,4.10029,0.809276,FD,
にほんあまがえるの初鳴,青森,575,21,1953,1981,118.3,0.73520,7.352,0.6440,0.001631,1.07772,0.38637,0.012109,0.5948,
にほんあまがえるの初鳴,酒田,587,11,1953,1963,100.9,-0.01818,-0.182,-0.0086,0.980085,-0.10071,0.55452,0.860398,-0.4205,
にほんあまがえるの初鳴,仙台,590,26,1953,2002,106.1,1.05050,10.505,0.7837,0.000002,1.03438,0.15796,0.000001,-0.1287,
にほんあまがえるの初鳴,福島,595,16,1961,2002,108.8,0.30356,3.036,0.4975,0.049919,0.15358,0.19889,0.453802,0.3251,sig_to_ns
にほんあまがえるの初鳴,白河,597,14,1953,1966,91.9,1.28352,12.835,0.6123,0.019938,1.44069,0.41164,0.004971,-0.2843,
にほんあまがえるの初鳴,小名浜,598,26,1953,2002,95.2,0.24329,2.433,0.4207,0.032362,0.27501,0.10650,0.016655,-0.0553,
にほんあまがえるの初鳴,相川,602,55,1953,2007,102.2,0.06659,0.666,0.1269,0.356037,0.04691,0.10116,0.644777,0.3073,
にほんあまがえるの初鳴,新潟,604,31,1962,2019,108.6,0.31817,3.182,0.4546,0.010200,0.29931,0.17495,0.098179,0.2526,sig_to_ns
にほんあまがえるの初鳴,金沢,605,58,1953,2020,101.1,0.46345,4.634,0.7189,0.000000,0.46298,0.06528,0.000000,0.0507,
にほんあまがえるの初鳴,長野,610,25,1953,1977,103.6,0.27154,2.715,0.2215,0.287296,0.23349,0.20209,0.260332,-0.2695,
にほんあまがえるの初鳴,高田,612,10,1954,1963,96.6,-0.01212,-0.121,-0.0040,0.991346,-0.59611,1.45360,0.694000,0.0998,
にほんあまがえるの初鳴,宇都宮,615,60,1953,2018,105.8,0.03437,0.344,0.0713,0.588129,0.02102,0.08271,0.800330,0.2424,
にほんあまがえるの初鳴,松本,618,51,1953,2006,102.3,0.51968,5.197,0.6769,0.000000,0.54580,0.10433,0.000004,0.2201,
にほんあまがえるの初鳴,熊谷,626,11,1953,1963,83.0,0.80000,8.000,0.3514,0.289233,1.14864,0.70460,0.141704,-0.1338,
にほんあまがえるの初鳴,水戸,629,58,1953,2020,103.1,0.22132,2.213,0.3278,0.012010,0.21571,0.12198,0.082547,0.3111,sig_to_ns
にほんあまがえるの初鳴,飯田,637,40,1954,1995,94.4,0.49542,4.954,0.6304,0.000013,0.50275,0.11018,0.000054,0.0584,
にほんあまがえるの初鳴,津,651,17,1953,1978,100.0,0.89423,8.942,0.7584,0.000418,0.91062,0.21446,0.000814,-0.0268,
にほんあまがえるの初鳴,浜松,654,31,1954,2001,96.8,-0.01361,-0.136,-0.0112,0.952143,0.22714,0.41477,0.588281,0.5079,
にほんあまがえるの初鳴,静岡,656,34,1953,1999,97.1,0.44700,4.470,0.4293,0.011281,0.46664,0.19089,0.020385,0.0710,
にほんあまがえるの初鳴,尾鷲,663,12,1953,1964,71.7,-0.36364,-3.636,-0.1099,0.733941,0.29345,1.13536,0.801866,-0.0214,
にほんあまがえるの初鳴,鳥取,746,17,1953,1969,94.4,0.19853,1.985,0.1434,0.582985,0.22853,0.33046,0.500536,-0.1878,
にほんあまがえるの初鳴,豊岡,747,11,1953,1963,107.7,1.11818,11.182,0.2863,0.393408,0.89469,1.29364,0.508754,-0.1529,
にほんあまがえるの初鳴,彦根,761,50,1953,2002,101.6,-0.26170,-2.617,-0.3833,0.006005,-0.30695,0.14498,0.039570,0.4003,
にほんあまがえるの初鳴,広島,765,43,1960,2019,121.5,0.21894,2.189,0.3279,0.031836,0.19642,0.12679,0.129220,0.2121,sig_to_ns
にほんあまがえるの初鳴,岡山,768,61,1953,2020,102.0,0.55597,5.560,0.7178,0.000000,0.55541,0.08240,0.000000,0.1280,
にほんあまがえるの初鳴,洲本,776,48,1954,2002,98.3,0.25618,2.562,0.2564,0.078616,0.21680,0.22745,0.345608,0.4051,
にほんあまがえるの初鳴,潮岬,778,32,1962,2003,91.6,0.53880,5.388,0.5020,0.003415,0.56204,0.18015,0.004068,0.0075,
にほんあまがえるの初鳴,厳原,800,44,1953,2002,126.6,0.67719,6.772,0.6238,0.000006,0.70480,0.13983,0.000010,0.0255,
にほんあまがえるの初鳴,福岡,807,23,1953,2002,120.6,0.64271,6.427,0.6381,0.001052,0.58508,0.23578,0.022093,0.2999,
にほんあまがえるの初鳴,佐賀,813,42,1953,2002,107.7,0.22233,2.223,0.1982,0.208293,0.15196,0.23686,0.524904,0.2760,
にほんあまがえるの初鳴,長崎,817,10,1953,1962,67.1,-0.68485,-6.848,-0.2163,0.548330,0.20256,0.53772,0.717556,-0.4385,
にほんあまがえるの初鳴,熊本,819,38,1953,2002,109.8,0.10171,1.017,0.1208,0.470034,0.08299,0.22598,0.715638,0.4035,
にほんあまがえるの初鳴,鹿児島,827,12,1953,1967,109.4,2.29690,22.969,0.5281,0.077549,1.97839,0.63037,0.011957,-0.6789,ns_to_sig
にほんあまがえるの初鳴,屋久島,836,22,1953,1974,72.9,-0.44551,-4.455,-0.1184,0.599814,-0.57917,0.75416,0.451944,-0.1893,
にほんあまがえるの初鳴,種子島,837,27,1953,1981,69.5,0.32199,3.220,0.1722,0.390481,0.24752,0.40505,0.546884,0.0304,
にほんあまがえるの初鳴,高松,891,19,1964,2002,101.2,0.18909,1.891,0.1801,0.460517,0.16484,0.28107,0.565755,0.0226,
にほんあまがえるの初鳴,徳島,895,37,1955,2002,99.9,0.24773,2.477,0.2059,0.221410,0.15806,0.21480,0.466874,0.0615,
にほんあまがえるの初見,函館,430,17,1953,1974,130.7,0.62454,6.245,0.4199,0.093328,0.73261,0.46340,0.136208,0.2234,
にほんあまがえるの初見,新庄,520,37,1958,1997,110.9,0.36430,3.643,0.4091,0.011942,0.40060,0.14051,0.007358,-0.0166,
にほんあまがえるの初見,輪島,600,58,1953,2010,95.3,0.33246,3.325,0.4923,0.000087,0.35651,0.12370,0.005626,0.4062,
にほんあまがえるの初見,富山,607,57,1953,2017,95.1,0.31800,3.180,0.5163,0.000039,0.30221,0.08648,0.000957,0.1704,
にほんあまがえるの初見,長野,610,47,1953,2001,102.6,0.16564,1.656,0.2420,0.101265,0.14769,0.10583,0.169824,0.0285,
にほんあまがえるの初見,福井,616,10,1990,2002,107.9,-0.38299,-3.830,-0.1501,0.678890,0.27333,1.38764,0.849446,0.3050,
にほんあまがえるの初見,高山,617,50,1953,2002,116.6,0.26670,2.667,0.4864,0.000341,0.27569,0.09249,0.004543,0.2468,
にほんあまがえるの初見,前橋,624,37,1953,1992,93.5,0.35196,3.520,0.2911,0.080508,0.27336,0.25679,0.294588,0.2307,
にほんあまがえるの初見,熊谷,626,11,1953,1963,83.0,0.80000,8.000,0.3514,0.289233,1.14864,0.70460,0.141704,-0.1338,
にほんあまがえるの初見,岐阜,632,16,1955,2002,103.6,0.45845,4.584,0.3944,0.130584,0.61499,0.38897,0.137882,0.0819,
にほんあまがえるの初見,甲府,638,50,1953,2017,95.9,0.57774,5.777,0.6970,0.000000,0.55850,0.08056,0.000000,-0.0904,
にほんあまがえるの初見,銚子,648,37,1980,2020,99.9,0.31667,3.167,0.3157,0.056966,0.29693,0.23551,0.215969,0.3012,
にほんあまがえるの初見,津,651,11,1953,1980,101.3,1.14674,11.467,0.8463,0.001020,1.19837,0.20061,0.000333,-0.3170,
にほんあまがえるの初見,西郷,740,54,1953,2008,100.5,0.15008,1.501,0.2691,0.049068,0.14559,0.09287,0.123148,0.1808,sig_to_ns
にほんあまがえるの初見,岡山,768,35,1953,2020,107.8,0.61340,6.134,0.7103,0.000002,0.64185,0.14426,0.000098,0.1820,
にほんあまがえるの初見,潮岬,778,18,1976,2002,99.1,-0.58805,-5.881,-0.4579,0.056014,-0.71845,0.35913,0.063882,0.0747,
にほんあまがえるの初見,奈良,780,11,1954,1969,93.7,0.62587,6.259,0.6448,0.032212,0.69323,0.28410,0.040557,0.0004,
にほんあまがえるの初見,福岡,807,22,1953,2002,121.5,0.83998,8.400,0.5889,0.003930,0.81491,0.32795,0.022445,0.1056,
にほんあまがえるの初見,佐賀,813,15,1953,2001,108.1,0.87293,8.729,0.7077,0.003163,0.97672,0.31620,0.009381,0.0929,
にほんあまがえるの初見,熊本,819,20,1953,2002,104.5,0.26240,2.624,0.3726,0.105725,0.29301,0.10841,0.015085,-0.4334,ns_to_sig
にほんあまがえるの初見,松山,887,11,1953,1963,75.5,0.16364,1.636,0.0783,0.819055,0.31703,0.52026,0.559183,-0.4494,
にほんあまがえるの初見,高松,891,41,1953,2002,86.8,0.45725,4.573,0.5332,0.000331,0.49776,0.12057,0.000193,0.0097,
にほんあまがえるの初見,高知,893,39,1958,2020,92.7,0.46033,4.603,0.3963,0.012507,0.62100,0.18734,0.002100,-0.0535,
はるぜみの初鳴,釧路,418,36,1961,2001,192.5,-0.53212,-5.321,-0.4183,0.011121,-0.67688,0.37666,0.081488,0.5433,sig_to_ns
はるぜみの初鳴,室蘭,423,16,1955,1971,154.4,0.57776,5.778,0.3586,0.172627,0.73425,0.31179,0.034904,-0.3365,ns_to_sig
はるぜみの初鳴,盛岡,584,12,1953,1965,175.4,1.19473,11.947,0.2791,0.379692,1.96524,1.35679,0.181420,-0.0799,
はるぜみの初鳴,白河,597,11,1953,1963,152.7,2.00909,20.091,0.7135,0.013682,2.27636,0.67814,0.009979,-0.1382,
はるぜみの初鳴,小名浜,598,15,1954,1975,180.7,0.66667,6.667,0.5501,0.033622,0.75063,0.32291,0.038447,0.0496,
はるぜみの初鳴,輪島,600,46,1953,2000,136.2,0.38480,3.848,0.6293,0.000003,0.40419,0.06347,0.000000,-0.1542,
はるぜみの初鳴,金沢,605,48,1953,2016,139.6,0.28635,2.864,0.4427,0.001626,0.33880,0.10719,0.002815,0.2050,
はるぜみの初鳴,富山,607,23,1955,1995,144.0,0.21217,2.122,0.3245,0.130900,0.18665,0.12485,0.150553,-0.1675,
はるぜみの初鳴,長野,610,63,1953,2020,143.4,-0.05617,-0.562,-0.1201,0.348540,-0.07001,0.05852,0.236219,-0.0386,
はるぜみの初鳴,高田,612,53,1953,2007,140.6,0.10565,1.057,0.2567,0.063540,0.11036,0.05917,0.068007,0.0235,
はるぜみの初鳴,宇都宮,615,39,1953,2001,130.4,0.34501,3.450,0.5547,0.000248,0.39820,0.10194,0.000396,0.1909,
はるぜみの初鳴,福井,616,34,1956,2002,139.3,0.13733,1.373,0.1180,0.506266,0.09508,0.20432,0.644928,-0.0536,
はるぜみの初鳴,高山,617,50,1953,2002,141.3,0.11405,1.140,0.2156,0.132724,0.10699,0.10031,0.291575,0.2518,
はるぜみの初鳴,松本,618,44,1953,2002,142.6,-0.09316,-0.932,-0.1436,0.352524,-0.10453,0.10562,0.328154,0.0221,
はるぜみの初鳴,前橋,624,17,1953,1981,150.9,0.78195,7.819,0.3914,0.120313,0.83054,0.45254,0.087797,-0.1841,
はるぜみの初鳴,敦賀,631,30,1953,2000,134.7,0.21575,2.157,0.3416,0.064682,0.20768,0.12033,0.095802,0.0037,
はるぜみの初鳴,名古屋,636,20,1953,1978,129.0,0.29968,2.997,0.2715,0.246821,0.38364,0.23308,0.118134,-0.1378,
はるぜみの初鳴,飯田,637,42,1953,2000,141.7,0.15457,1.546,0.3594,0.019392,0.13992,0.07865,0.083030,0.1732,sig_to_ns
はるぜみの初鳴,甲府,638,26,1953,2001,133.2,0.03279,0.328,0.0438,0.831881,0.03576,0.13093,0.787198,-0.2301,
はるぜみの初鳴,津,651,46,1953,2020,132.5,0.26164,2.616,0.4184,0.003804,0.32152,0.11856,0.009579,0.3085,
はるぜみの初鳴,浜松,654,31,1953,2000,116.0,0.16748,1.675,0.1838,0.322355,0.15570,0.20013,0.443085,0.1356,
はるぜみの初鳴,尾鷲,663,14,1953,1970,106.4,1.16001,11.600,0.7936,0.000704,1.10889,0.35278,0.009353,0.2008,
はるぜみの初鳴,松江,741,22,1953,2002,122.8,0.22047,2.205,0.4086,0.059004,0.23051,0.12459,0.079911,0.0228,
はるぜみの初鳴,鳥取,746,50,1953,2002,124.8,-0.08720,-0.872,-0.1665,0.247703,-0.08242,0.08831,0.355458,0.1300,
はるぜみの初鳴,豊岡,747,11,1953,1963,131.6,0.22727,2.273,0.1893,0.577192,-0.28778,0.55692,0.619321,0.2968,
はるぜみの初鳴,浜田,755,50,1956,2007,135.0,0.36350,3.635,0.3620,0.009778,0.35836,0.14522,0.017295,0.0294,
はるぜみの初鳴,彦根,761,48,1953,2001,134.6,0.12082,1.208,0.1873,0.202407,0.11834,0.11726,0.318278,0.1836,
はるぜみの初鳴,広島,765,11,1953,1964,121.4,-0.66550,-6.655,-0.4059,0.215525,-0.62314,0.54393,0.285062,-0.1381,
はるぜみの初鳴,岡山,768,52,1953,2020,126.0,0.14530,1.453,0.4206,0.001904,0.15918,0.04514,0.000925,0.0049,
はるぜみの初鳴,神戸,770,13,1953,1974,133.6,0.39871,3.987,0.3005,0.318456,-0.24427,0.70779,0.737160,0.6518,
はるぜみの初鳴,洲本,776,49,1953,2002,124.7,-0.08648,-0.865,-0.2220,0.125315,-0.07841,0.05126,0.132981,-0.1182,
はるぜみの初鳴,潮岬,778,47,1962,2009,114.1,-0.10671,-1.067,-0.2143,0.148026,-0.12954,0.08215,0.122001,0.0921,
はるぜみの初鳴,奈良,780,58,1954,2019,123.2,0.19817,1.982,0.4773,0.000152,0.18341,0.05281,0.001011,0.0599,
はるぜみの初鳴,長崎,817,10,1953,1962,120.1,-0.11515,-1.152,-0.0566,0.876480,-0.67180,0.82145,0.440401,0.0189,
はるぜみの初鳴,熊本,819,14,1953,1978,113.0,0.39389,3.939,0.3395,0.234984,0.48575,0.27974,0.110375,-0.1903,
はるぜみの初鳴,屋久島,836,22,1953,1974,142.1,-2.33371,-23.337,-0.4025,0.063295,-0.20631,3.47741,0.953309,0.7282,
はるぜみの初鳴,種子島,837,20,1954,1981,153.9,0.92251,9.225,0.4650,0.038834,1.09165,0.27265,0.000920,-0.4405,
はるぜみの初鳴,松山,887,14,1953,1968,119.6,-0.40271,-4.027,-0.1804,0.537175,-0.55433,0.80468,0.505167,0.1001,
はるぜみの初鳴,高松,891,41,1953,1998,120.8,0.29663,2.966,0.4896,0.001159,0.31401,0.09058,0.001324,0.0265,
はるぜみの初鳴,宇和島,892,42,1953,2002,115.8,0.22653,2.265,0.3544,0.021304,0.24219,0.12499,0.059932,0.2429,sig_to_ns
はるぜみの初鳴,高知,893,39,1955,2020,117.6,0.25111,2.511,0.4229,0.007312,0.21258,0.10812,0.057039,0.0442,sig_to_ns
みんみんぜみの初鳴,新庄,520,27,1958,1995,221.4,0.28939,2.894,0.3874,0.045861,0.33567,0.22900,0.155680,0.4036,sig_to_ns
みんみんぜみの初鳴,宮古,585,46,1953,2007,221.6,0.20547,2.055,0.3161,0.032342,0.19108,0.08277,0.025833,-0.1485,
みんみんぜみの初鳴,山形,588,64,1953,2020,204.5,-0.14353,-1.435,-0.4591,0.000136,-0.14593,0.03889,0.000392,0.0643,
みんみんぜみの初鳴,仙台,590,63,1955,2020,209.1,-0.06613,-0.661,-0.1146,0.371111,-0.11724,0.11430,0.309155,0.4018,
みんみんぜみの初鳴,福島,595,63,1953,2020,207.0,-0.13675,-1.367,-0.3617,0.003578,-0.14094,0.05547,0.013671,0.1703,
みんみんぜみの初鳴,白河,597,13,1953,1965,207.6,0.34615,3.462,0.3113,0.300561,0.40436,0.29821,0.204946,-0.2114,
みんみんぜみの初鳴,小名浜,598,54,1953,2008,209.4,0.27652,2.765,0.4105,0.002048,0.28487,0.09150,0.003030,0.0359,
みんみんぜみの初鳴,輪島,600,58,1953,2010,215.3,0.30438,3.044,0.6835,0.000000,0.30533,0.05288,0.000000,0.1602,
みんみんぜみの初鳴,相川,602,54,1953,2007,209.6,-0.15439,-1.544,-0.4428,0.000801,-0.14236,0.04150,0.001202,-0.0659,
みんみんぜみの初鳴,新潟,604,14,1967,2000,212.4,0.87083,8.708,0.6258,0.016682,0.84078,0.49380,0.116683,0.2148,sig_to_ns
みんみんぜみの初鳴,金沢,605,67,1953,2020,217.7,0.11493,1.149,0.3016,0.013133,0.12250,0.05573,0.031564,0.1845,
みんみんぜみの初鳴,富山,607,51,1956,2018,218.3,0.07543,0.754,0.1561,0.274155,0.08679,0.07641,0.261684,0.0718,
みんみんぜみの初鳴,長野,610,68,1953,2020,202.8,-0.10224,-1.022,-0.3645,0.002241,-0.10248,0.03316,0.002942,0.0012,
みんみんぜみの初鳴,高田,612,11,1953,1963,219.1,-0.25455,-2.545,-0.2030,0.549351,-0.22924,0.40242,0.584539,-0.2161,
みんみんぜみの初鳴,宇都宮,615,64,1953,2020,216.4,-0.05920,-0.592,-0.1885,0.135684,-0.06521,0.05285,0.221985,0.2665,
みんみんぜみの初鳴,福井,616,45,1964,2020,216.3,0.16780,1.678,0.3802,0.009989,0.17109,0.06159,0.008141,-0.0576,
みんみんぜみの初鳴,高山,617,50,1953,2002,205.6,0.05935,0.594,0.1129,0.434850,0.04557,0.13548,0.738120,0.4970,
みんみんぜみの初鳴,松本,618,55,1953,2007,206.4,-0.17071,-1.707,-0.4431,0.000705,-0.15855,0.04781,0.001668,-0.0176,
みんみんぜみの初鳴,前橋,624,61,1953,2020,215.2,0.08934,0.893,0.2003,0.121745,0.06628,0.07553,0.383870,0.2573,
みんみんぜみの初鳴,熊谷,626,67,1953,2020,206.2,-0.20550,-2.055,-0.4945,0.000021,-0.21888,0.06613,0.001537,0.3478,
みんみんぜみの初鳴,水戸,629,67,1953,2020,209.4,0.01081,0.108,0.0317,0.799002,0.01513,0.05034,0.764736,0.1463,
みんみんぜみの初鳴,敦賀,631,13,1953,1968,219.5,-0.00272,-0.027,-0.0017,0.995541,0.37716,0.39836,0.366064,-0.1154,
みんみんぜみの初鳴,飯田,637,54,1953,2006,213.1,0.20454,2.045,0.4223,0.001469,0.21460,0.07453,0.005814,0.1641,
みんみんぜみの初鳴,甲府,638,62,1953,2020,204.2,-0.15192,-1.519,-0.3302,0.008768,-0.15794,0.05119,0.003094,-0.1228,
みんみんぜみの初鳴,銚子,648,60,1953,2020,211.1,-0.11454,-1.145,-0.3924,0.001930,-0.12089,0.03978,0.003580,0.0824,
みんみんぜみの初鳴,津,651,21,1953,1980,205.5,0.02755,0.275,0.0480,0.836349,-0.00354,0.10544,0.973571,-0.2939,
みんみんぜみの初鳴,静岡,656,16,1954,2016,220.8,0.32427,3.243,0.4359,0.091446,0.39051,0.25729,0.153011,0.2256,
みんみんぜみの初鳴,東京,662,24,1996,2020,202.0,0.02261,0.226,0.0315,0.883658,0.08113,0.14093,0.570967,-0.1471,
みんみんぜみの初鳴,横浜,670,67,1953,2020,205.3,-0.17112,-1.711,-0.4234,0.000356,-0.15703,0.05938,0.010275,0.2397,
みんみんぜみの初鳴,館山,672,26,1978,2006,213.8,-0.70753,-7.075,-0.6682,0.000191,-0.72925,0.20331,0.001559,0.1483,
みんみんぜみの初鳴,大島,675,50,1953,2009,208.1,0.09006,0.901,0.1124,0.437074,0.07107,0.16695,0.672297,0.3093,
みんみんぜみの初鳴,西郷,740,12,1953,1964,204.2,-0.30070,-3.007,-0.1501,0.641417,-0.33633,0.50461,0.521799,-0.3791,
みんみんぜみの初鳴,松江,741,45,1953,2020,206.0,-0.17143,-1.714,-0.5175,0.000272,-0.15483,0.05624,0.008690,0.2049,
みんみんぜみの初鳴,鳥取,746,42,1953,2002,214.9,0.11569,1.157,0.2143,0.172984,0.09849,0.08938,0.277237,0.0311,
みんみんぜみの初鳴,豊岡,747,11,1953,1963,203.8,0.19091,1.909,0.0795,0.816167,-0.02623,0.75297,0.973065,-0.2285,
みんみんぜみの初鳴,浜田,755,52,1956,2007,202.6,-0.14907,-1.491,-0.3926,0.003988,-0.13241,0.05590,0.021837,0.1066,
みんみんぜみの初鳴,彦根,761,11,1953,1963,208.1,-1.41818,-14.182,-0.7963,0.003359,-1.19425,0.28249,0.002886,-0.3380,
みんみんぜみの初鳴,岡山,768,18,1953,1974,208.9,-0.29653,-2.965,-0.3010,0.224814,-0.37548,0.21236,0.097369,-0.2027,
みんみんぜみの初鳴,神戸,770,35,1953,2002,206.1,0.14230,1.423,0.3606,0.033311,0.09171,0.08756,0.302754,0.2744,sig_to_ns
みんみんぜみの初鳴,洲本,776,48,1953,2002,206.3,-0.00968,-0.097,-0.0248,0.866873,-0.07087,0.06814,0.303875,0.2172,
みんみんぜみの初鳴,奈良,780,16,1954,1970,208.8,0.42980,4.298,0.1304,0.630202,0.29151,1.81891,0.875135,0.5554,
みんみんぜみの初鳴,厳原,800,47,1953,2002,215.0,0.14541,1.454,0.2804,0.056224,0.14584,0.08514,0.093776,0.0923,
みんみんぜみの初鳴,福岡,807,10,1953,1962,204.9,1.31515,13.152,0.4095,0.239911,0.72310,0.79010,0.390518,-0.3632,
みんみんぜみの初鳴,長崎,817,10,1953,1962,199.8,-1.69697,-16.970,-0.6212,0.055230,-1.34113,0.81029,0.141875,-0.0917,
みんみんぜみの初鳴,高知,893,39,1981,2020,193.5,0.07097,0.710,0.1236,0.453474,0.12490,0.13347,0.355616,0.2908,
