species,station_id,station_name,n_years,first_year,last_year,mean_doy,ols_slope,ols_decade,ols_r,ols_p,gls_slope,gls_se,gls_p,ar1_rho,gls_transition
ききょうの開花,長野,610,44,1954,1999,183.2,0.47130,4.713,0.5577,0.000084,0.39564,0.23063,0.093801,0.6148,sig_to_ns
ききょうの開花,高田,612,44,1954,1997,194.6,0.21727,2.173,0.3428,0.022741,0.23410,0.17367,0.185064,0.5314,sig_to_ns
ききょうの開花,宇都宮,615,17,1953,1969,179.9,-0.26471,-2.647,-0.2552,0.322864,-0.04500,0.29542,0.881099,0.1478,
ききょうの開花,福井,616,45,1956,2020,190.8,0.03389,0.339,0.0556,0.716663,0.24336,0.14284,0.095832,0.4605,
ききょうの開花,高山,617,50,1953,2002,194.6,-0.13205,-1.321,-0.2407,0.092218,-0.18884,0.15195,0.220121,0.5647,
ききょうの開花,松本,618,54,1953,2007,194.0,0.20643,2.064,0.4575,0.000505,0.21387,0.06990,0.003525,0.1862,
ききょうの開花,前橋,624,34,1953,1991,200.2,-2.00059,-20.006,-0.7861,0.000000,-1.61991,0.77450,0.044766,0.7692,
ききょうの開花,名古屋,636,10,1983,2002,175.0,0.27354,2.735,0.1561,0.666829,-0.30603,0.76917,0.702579,0.2812,
ききょうの開花,飯田,637,52,1953,2004,190.8,0.26786,2.679,0.5686,0.000011,0.27188,0.05848,0.000025,0.0270,
ききょうの開花,銚子,648,18,1954,1976,203.3,-0.41933,-4.193,-0.2505,0.316108,0.05490,0.28302,0.848804,-0.0867,
ききょうの開花,津,651,16,1953,1980,196.0,-0.29790,-2.979,-0.2322,0.386832,-0.04533,0.70919,0.950013,0.5191,
ききょうの開花,浜松,654,12,1954,2001,193.3,-1.09392,-10.939,-0.7093,0.009786,-0.73640,0.48627,0.164226,0.2063,sig_to_ns
ききょうの開花,八丈島,678,52,1956,2009,171.0,0.03431,0.343,0.0640,0.652253,0.02718,0.10463,0.796122,0.2784,
ききょうの開花,鳥取,746,18,1953,1970,183.6,-0.00103,-0.010,-0.0010,0.996783,0.50858,0.53499,0.356858,0.5717,
ききょうの開花,和歌山,777,10,1954,1963,169.4,-0.49697,-4.970,-0.6358,0.048158,-0.38815,0.16530,0.051226,-0.4063,sig_to_ns
ききょうの開花,佐賀,813,39,1954,1992,202.1,1.13057,11.306,0.7902,0.000000,1.23792,0.20582,0.000001,0.3521,
くりの開花,山形,588,18,1953,1970,165.1,-0.37668,-3.767,-0.2497,0.317751,-0.42537,0.64265,0.518082,0.4231,
くりの開花,白河,597,11,1953,1963,171.2,-0.31818,-3.182,-0.2954,0.377853,-0.65823,0.40121,0.139509,0.1219,
くりの開花,小名浜,598,10,1954,1963,168.7,0.04242,0.424,0.0323,0.929362,-0.34817,0.32765,0.323227,-0.4220,
くりの開花,金沢,605,15,1953,1971,161.1,0.10117,1.012,0.0937,0.739654,0.02014,0.34848,0.954853,0.0683,
くりの開花,富山,607,33,1961,2002,159.1,0.07984,0.798,0.1958,0.274740,0.04857,0.10078,0.633362,0.2589,
くりの開花,長野,610,21,1954,1974,169.7,-0.20000,-2.000,-0.2221,0.333342,-0.21407,0.12736,0.110062,-0.5069,
くりの開花,高田,612,11,1953,1963,161.2,-0.57273,-5.727,-0.3964,0.227460,-0.73004,0.37439,0.087001,-0.2969,
くりの開花,宇都宮,615,46,1953,2002,157.2,-0.31436,-3.144,-0.7020,0.000000,-0.30923,0.05044,0.000000,0.0029,
くりの開花,高山,617,11,1953,1963,170.5,-0.20000,-2.000,-0.2568,0.445916,0.33729,0.60406,0.591867,0.5741,
くりの開花,松本,618,10,1954,1963,169.9,-0.60000,-6.000,-0.4658,0.174873,-0.45191,0.40630,0.302764,-0.1741,
くりの開花,前橋,624,50,1953,2002,158.7,-0.31289,-3.129,-0.6266,0.000001,-0.33004,0.06561,0.000008,0.1239,
くりの開花,水戸,629,65,1953,2020,160.5,-0.12470,-1.247,-0.3816,0.001712,-0.14323,0.05512,0.011691,0.3362,
くわの発芽,網走,409,33,1954,2002,136.3,0.18460,1.846,0.2495,0.161508,0.12954,0.11936,0.286455,-0.1567,
くわの発芽,帯広,417,45,1955,2002,128.5,-0.02681,-0.268,-0.0654,0.669467,0.00890,0.07569,0.906979,0.1890,
くわの発芽,江差,428,10,1953,1962,121.8,0.24242,2.424,0.0701,0.847326,-1.44444,2.88081,0.631469,FD,
くわの発芽,新庄,520,37,1959,1997,119.4,0.12242,1.224,0.2114,0.209196,0.04953,0.10017,0.624149,0.0774,
くわの発芽,宮古,585,48,1955,2007,109.7,0.10574,1.057,0.2079,0.156130,0.10381,0.12304,0.403309,0.4348,
くわの発芽,山形,588,56,1953,2020,108.3,-0.06672,-0.667,-0.1893,0.162354,-0.03551,0.07461,0.636037,0.4017,
くわの発芽,仙台,590,54,1953,2009,111.8,-0.04494,-0.449,-0.0965,0.487456,-0.03420,0.10168,0.737958,0.3976,
くわの発芽,福島,595,60,1953,2020,110.8,-0.06446,-0.645,-0.2202,0.090951,-0.06037,0.04838,0.217151,0.2159,
くわの発芽,白河,597,13,1953,1965,114.3,0.18132,1.813,0.1829,0.549670,0.36270,0.29189,0.242370,-0.0746,
くわの発芽,小名浜,598,10,1954,1963,103.5,0.30909,3.091,0.2230,0.535737,0.26084,0.43611,0.568612,-0.3071,
くわの発芽,相川,602,46,1953,2002,109.1,0.13151,1.315,0.2295,0.124929,0.12598,0.13086,0.341042,0.3750,
くわの発芽,新潟,604,52,1954,2012,100.4,-0.30261,-3.026,-0.6078,0.000002,-0.28594,0.10187,0.007159,0.4972,
くわの発芽,金沢,605,43,1954,2002,103.9,-0.07917,-0.792,-0.1589,0.308864,-0.12914,0.08957,0.157128,0.1283,
くわの発芽,富山,607,53,1962,2020,103.6,-0.18442,-1.844,-0.4986,0.000145,-0.18349,0.05181,0.000871,0.0944,
くわの発芽,長野,610,68,1953,2020,113.4,-0.06142,-0.614,-0.1738,0.156257,-0.05838,0.05446,0.287622,0.2073,
くわの発芽,高田,612,53,1954,2007,102.7,-0.22149,-2.215,-0.3841,0.004525,-0.28502,0.11739,0.018828,0.4327,
くわの発芽,宇都宮,615,68,1953,2020,108.1,-0.22350,-2.235,-0.6670,0.000000,-0.22344,0.03825,0.000000,0.1874,
くわの発芽,高山,617,50,1953,2002,118.6,-0.07582,-0.758,-0.1609,0.264265,-0.05313,0.08538,0.536793,0.2185,
くわの発芽,松本,618,54,1954,2007,112.8,-0.05039,-0.504,-0.1587,0.251649,-0.05498,0.04392,0.216330,-0.0254,
くわの発芽,前橋,624,63,1953,2015,100.2,-0.09437,-0.944,-0.2907,0.020801,-0.11484,0.05781,0.051553,0.3375,sig_to_ns
くわの発芽,熊谷,626,53,1953,2020,97.7,-0.10925,-1.093,-0.3067,0.025492,-0.10619,0.05381,0.053983,0.0770,sig_to_ns
くわの発芽,水戸,629,10,1954,1963,104.2,-0.24242,-2.424,-0.1411,0.697458,-0.09849,1.00609,0.924759,0.2814,
くわの発芽,岐阜,632,47,1953,2020,98.6,-0.10227,-1.023,-0.3224,0.027113,-0.07970,0.05192,0.131965,0.1040,sig_to_ns
くわの発芽,名古屋,636,49,1954,2002,96.9,0.09102,0.910,0.1888,0.193903,0.07911,0.08419,0.352347,0.1569,
くわの発芽,飯田,637,54,1953,2006,105.3,-0.14850,-1.485,-0.3803,0.004557,-0.13873,0.05868,0.021908,0.1244,
くわの発芽,甲府,638,16,1953,1968,109.0,0.28824,2.882,0.3165,0.232368,0.42267,0.20472,0.059511,-0.1795,
くわの発芽,銚子,648,63,1954,2020,94.3,-0.02419,-0.242,-0.0576,0.654026,-0.02834,0.06820,0.679219,0.1978,
くわの発芽,津,651,20,1953,1980,96.5,0.12544,1.254,0.1145,0.630859,0.14708,0.21982,0.512426,-0.2577,
くわの発芽,静岡,656,56,1963,2020,92.7,0.08450,0.845,0.2232,0.098210,0.06564,0.05247,0.216434,0.0292,
くわの発芽,横浜,670,65,1953,2020,89.0,-0.22904,-2.290,-0.5510,0.000002,-0.23459,0.07707,0.003426,0.4934,
くわの発芽,三宅島,677,34,1954,2000,74.1,0.06456,0.646,0.0908,0.609573,-0.10127,0.09808,0.309842,0.0126,
くわの発芽,八丈島,678,57,1953,2009,77.1,0.11784,1.178,0.2532,0.057408,0.11125,0.06920,0.113767,0.0962,
くわの発芽,西郷,740,11,1953,1963,106.5,0.67273,6.727,0.4404,0.175265,1.16306,0.38848,0.017232,-0.0735,ns_to_sig
くわの発芽,鳥取,746,17,1953,1969,107.8,0.43382,4.338,0.4489,0.070687,0.56804,0.22239,0.022926,-0.0549,ns_to_sig
くわの発芽,豊岡,747,10,1953,1962,103.0,-0.96970,-9.697,-0.6963,0.025293,-0.64374,0.40565,0.156547,0.0522,sig_to_ns
くわの発芽,浜田,755,45,1956,2002,97.0,0.11569,1.157,0.1963,0.196321,0.15795,0.16299,0.338040,0.5253,
くわの発芽,彦根,761,18,1953,1970,106.7,0.56244,5.624,0.5852,0.010741,0.63243,0.22023,0.011644,0.0246,
くわの発芽,岡山,768,11,1953,1963,99.9,0.30000,3.000,0.1941,0.567505,0.09895,0.78613,0.902940,0.2502,
くわの発芽,神戸,770,48,1953,2002,95.8,-0.34077,-3.408,-0.4624,0.000937,-0.35178,0.14359,0.018247,0.3430,
くわの発芽,和歌山,777,40,1954,2002,95.0,-0.20147,-2.015,-0.3998,0.010599,-0.22896,0.08302,0.008988,0.0708,
くわの発芽,奈良,780,11,1954,1964,102.6,-0.31818,-3.182,-0.2161,0.523409,-0.91093,0.52642,0.121803,0.0928,
くわの発芽,厳原,800,46,1954,2002,100.3,-0.04940,-0.494,-0.1169,0.439119,-0.06558,0.06206,0.296574,-0.0512,
くわの発芽,福岡,807,44,1954,2002,92.0,0.05867,0.587,0.1304,0.398799,0.05583,0.07551,0.463900,0.0449,
くわの発芽,佐賀,813,42,1954,1995,91.3,0.10177,1.018,0.2471,0.114612,0.08379,0.08130,0.309056,0.2072,
くわの発芽,長崎,817,10,1953,1962,89.1,-0.73333,-7.333,-0.3919,0.262720,-0.66412,0.80714,0.437750,0.0572,
くわの発芽,熊本,819,47,1953,2002,89.5,-0.23756,-2.376,-0.4950,0.000404,-0.23571,0.07723,0.003847,0.1666,
くわの発芽,鹿児島,827,15,1988,2002,85.5,0.57857,5.786,0.2777,0.316357,1.38492,1.09976,0.231866,0.5140,
くわの発芽,屋久島,836,23,1953,1975,81.8,0.06818,0.682,0.0417,0.850335,-0.12358,0.64882,0.850863,0.4745,
くわの発芽,種子島,837,11,1953,1963,55.3,-0.49091,-4.909,-0.0931,0.785345,0.50606,2.78771,0.860464,0.2620,
くわの発芽,宇和島,892,42,1961,2005,88.9,0.04272,0.427,0.0635,0.689569,-0.09912,0.15611,0.529182,0.4174,
くわの発芽,徳島,895,50,1953,2002,94.2,-0.35256,-3.526,-0.6509,0.000000,-0.37696,0.08276,0.000037,0.2899,
くわの発芽,名瀬,909,30,1953,2001,53.1,0.47371,4.737,0.4356,0.016136,0.45997,0.28965,0.123921,0.3389,sig_to_ns
くわの落葉,帯広,417,36,1956,2002,304.1,0.27218,2.722,0.6286,0.000040,0.32847,0.07775,0.000177,0.2622,
くわの落葉,新庄,520,36,1958,1997,314.6,0.24652,2.465,0.4634,0.004422,0.30158,0.11586,0.013735,0.3249,
くわの落葉,宮古,585,33,1956,2006,318.3,0.22533,2.253,0.3988,0.021513,0.26388,0.15659,0.102324,0.3657,sig_to_ns
くわの落葉,山形,588,48,1960,2020,333.2,0.44663,4.466,0.7800,0.000000,0.49723,0.06753,0.000000,0.2503,
くわの落葉,仙台,590,38,1962,2009,326.9,-0.33311,-3.331,-0.4699,0.002911,-0.36146,0.14978,0.021184,0.2784,
くわの落葉,白河,597,13,1953,1965,317.2,-0.23626,-2.363,-0.3329,0.266439,-0.36874,0.27795,0.214127,0.2078,
くわの落葉,小名浜,598,11,1953,1963,324.0,-0.01818,-0.182,-0.0075,0.982506,-0.92555,0.38425,0.042592,-0.3314,ns_to_sig
くわの落葉,相川,602,10,1954,1966,315.0,1.04592,10.459,0.5243,0.119773,0.94926,0.84635,0.299030,0.2094,
くわの落葉,新潟,604,40,1954,2012,314.6,0.03831,0.383,0.0778,0.633390,-0.03061,0.08159,0.709717,-0.0448,
くわの落葉,金沢,605,41,1954,2002,327.8,-0.43777,-4.378,-0.1141,0.477474,-0.47559,0.58376,0.420322,-0.1067,
くわの落葉,富山,607,54,1961,2020,330.3,0.02251,0.225,0.0412,0.767238,0.03083,0.11209,0.784383,0.3301,
くわの落葉,長野,610,66,1953,2020,324.3,0.14388,1.439,0.4320,0.000292,0.14936,0.05464,0.008120,0.3386,
くわの落葉,高田,612,50,1954,2006,337.8,-0.16133,-1.613,-0.3185,0.024181,-0.21509,0.11380,0.064922,0.4542,sig_to_ns
くわの落葉,宇都宮,615,66,1953,2020,334.5,0.57427,5.743,0.8839,0.000000,0.54463,0.07533,0.000000,0.5815,
くわの落葉,高山,617,50,1953,2002,315.7,0.55971,5.597,0.7327,0.000000,0.53224,0.11567,0.000032,0.3837,
くわの落葉,松本,618,53,1953,2006,321.1,0.20607,2.061,0.5080,0.000103,0.21424,0.07842,0.008678,0.4094,
くわの落葉,前橋,624,57,1953,2015,339.1,0.46302,4.630,0.6893,0.000000,0.47875,0.13817,0.001047,0.6190,
くわの落葉,熊谷,626,47,1953,2020,334.9,0.34133,3.413,0.1341,0.368927,0.35622,0.39333,0.370048,-0.0101,
くわの落葉,名古屋,636,45,1954,2002,332.4,-1.03505,-10.350,-0.2054,0.175959,-1.07469,1.21795,0.382598,0.4100,
くわの落葉,飯田,637,53,1953,2005,323.0,0.22924,2.292,0.5513,0.000019,0.19500,0.08128,0.020199,0.4526,
くわの落葉,津,651,14,1953,1980,337.9,0.26636,2.664,0.2414,0.405815,0.21932,0.34591,0.539017,0.0115,
くわの落葉,横浜,670,61,1953,2020,335.4,0.35271,3.527,0.5828,0.000001,0.30171,0.09998,0.003779,0.4044,
くわの落葉,八丈島,678,46,1953,2008,296.6,-0.39222,-3.922,-0.0954,0.528087,-0.47881,0.54570,0.385131,-0.1737,
くわの落葉,鳥取,746,18,1953,1970,315.6,0.52322,5.232,0.5875,0.010354,0.51589,0.14945,0.003558,-0.2866,
くわの落葉,彦根,761,18,1953,1970,326.0,-0.33024,-3.302,-0.3050,0.218438,-0.52584,0.23481,0.040708,-0.0779,ns_to_sig
くわの落葉,神戸,770,47,1953,2002,340.8,0.08923,0.892,0.0260,0.862145,0.09343,0.53430,0.861994,-0.0015,
くわの落葉,奈良,780,11,1953,1964,328.9,2.57452,25.745,0.7616,0.006456,2.52644,0.86342,0.019112,-0.0209,
くわの落葉,厳原,800,41,1954,2001,331.2,0.31874,3.187,0.5036,0.000790,0.31313,0.11329,0.008759,0.1995,
くわの落葉,福岡,807,36,1955,2002,336.0,0.99005,9.901,0.7574,0.000000,0.96386,0.14166,0.000000,-0.1006,
くわの落葉,佐賀,813,41,1954,1994,337.1,1.15087,11.509,0.2559,0.106296,-2.30963,1.30215,0.084126,0.6512,
くわの落葉,長崎,817,10,1953,1962,345.2,0.53333,5.333,0.3742,0.286767,0.55047,0.90579,0.562565,0.4153,
くわの落葉,熊本,819,32,1970,2002,345.8,0.16867,1.687,0.1927,0.290764,0.09420,0.19434,0.631535,0.1614,
くわの落葉,鹿児島,827,14,1988,2002,297.6,-1.29822,-12.982,-0.0463,0.875101,0.08376,7.91297,0.991744,-0.1905,
くわの落葉,屋久島,836,21,1954,1974,337.7,-0.00130,-0.013,-0.0011,0.996070,0.33173,0.62147,0.600025,0.6289,
くわの落葉,宇和島,892,36,1964,2004,331.6,0.35975,3.598,0.4198,0.010802,0.42080,0.08925,0.000043,-0.3823,
くわの落葉,徳島,895,17,1953,2002,287.4,-1.53151,-15.315,-0.1847,0.477948,-2.25862,2.81662,0.436017,0.0751,
さざんかの開花,山形,588,57,1958,2020,296.5,-0.42195,-4.220,-0.5172,0.000038,-0.47324,0.09919,0.000014,0.0579,
さざんかの開花,福島,595,19,1976,2001,293.1,0.21967,2.197,0.1858,0.446379,0.17440,0.24222,0.481925,-0.2221,
さざんかの開花,新潟,604,45,1968,2020,317.6,-0.28239,-2.824,-0.0856,0.576114,-0.33389,0.47659,0.487432,-0.1021,
さざんかの開花,金沢,605,61,1953,2020,291.6,-0.07030,-0.703,-0.0204,0.876121,-0.05046,0.59845,0.933097,0.2486,
さざんかの開花,富山,607,49,1971,2020,297.7,-0.12370,-1.237,-0.1878,0.196379,-0.15213,0.10818,0.166381,0.1048,
さざんかの開花,宇都宮,615,47,1974,2020,285.4,-0.33545,-3.355,-0.4007,0.005255,-0.30268,0.12760,0.022125,0.0766,
さざんかの開花,福井,616,33,1988,2020,310.0,0.18416,1.842,0.2051,0.252287,0.17906,0.16118,0.275401,-0.0415,
さざんかの開花,前橋,624,52,1964,2015,290.9,-0.12951,-1.295,-0.1746,0.215809,-0.13905,0.12658,0.277354,0.1625,
さざんかの開花,熊谷,626,32,1976,2020,281.8,0.26068,2.607,0.4190,0.016990,0.20302,0.11654,0.092099,0.1159,sig_to_ns
さざんかの開花,津,651,51,1964,2020,319.1,0.19816,1.982,0.1943,0.171935,0.16910,0.26792,0.530928,0.5166,
さざんかの開花,静岡,656,33,1963,2000,292.1,-0.14782,-1.478,-0.1321,0.463524,-0.28081,0.27674,0.318355,0.2786,
さざんかの開花,横浜,670,16,1987,2002,281.6,-0.79118,-7.912,-0.2102,0.434523,-1.52050,0.69171,0.046655,-0.3029,ns_to_sig
さざんかの開花,鳥取,746,11,1953,1968,317.0,-2.73934,-27.393,-0.8873,0.000269,-3.27595,0.59699,0.000582,0.2862,
さざんかの開花,神戸,770,39,1979,2020,309.7,-0.62073,-6.207,-0.1379,0.402558,-0.69972,0.76586,0.366989,-0.0164,
さざんかの開花,洲本,776,37,1953,2001,301.8,0.07213,0.721,0.1361,0.421982,0.03818,0.12762,0.766638,0.2497,
さざんかの開花,和歌山,777,51,1957,2020,310.6,-0.17287,-1.729,-0.3859,0.005156,-0.19219,0.05803,0.001767,-0.0452,
さざんかの開花,福岡,807,32,1967,2001,319.8,-0.31007,-3.101,-0.3430,0.054635,-0.21717,0.15814,0.180193,-0.0047,
さざんかの開花,鹿児島,827,14,1988,2001,331.9,0.55604,5.560,0.2223,0.444879,0.33277,0.57151,0.572133,-0.3092,
しだれやなぎの発芽,福島,595,34,1964,2002,96.9,-0.05499,-0.550,-0.0742,0.676530,-0.04396,0.14367,0.761673,0.0307,
しだれやなぎの発芽,輪島,600,46,1964,2010,90.7,-0.07972,-0.797,-0.1376,0.361704,-0.04782,0.12468,0.703215,0.3189,
しだれやなぎの発芽,新潟,604,55,1966,2020,89.1,-0.26962,-2.696,-0.4023,0.002329,-0.31260,0.13116,0.020846,0.3977,
しだれやなぎの発芽,金沢,605,52,1966,2020,85.2,-0.07750,-0.775,-0.1825,0.195262,-0.10490,0.06136,0.093693,0.0354,
しだれやなぎの発芽,富山,607,51,1964,2020,87.8,-0.28189,-2.819,-0.4492,0.000946,-0.27971,0.08451,0.001777,0.0032,
しだれやなぎの発芽,長野,610,54,1953,2020,90.9,-0.04654,-0.465,-0.1181,0.394950,-0.05578,0.06726,0.410762,0.1589,
しだれやなぎの発芽,高山,617,39,1964,2002,103.3,-0.05020,-0.502,-0.0934,0.571528,-0.07263,0.07989,0.369344,-0.1271,
しだれやなぎの発芽,松本,618,44,1964,2007,96.1,-0.08266,-0.827,-0.1589,0.302931,-0.09813,0.07971,0.225303,-0.0338,
しだれやなぎの発芽,前橋,624,34,1964,1997,80.4,-0.25271,-2.527,-0.2827,0.105177,-0.22189,0.16563,0.190094,0.0351,
しだれやなぎの発芽,銚子,648,52,1967,2020,79.4,0.19175,1.917,0.3424,0.012957,0.18202,0.06577,0.007949,-0.1520,
しだれやなぎの発芽,津,651,51,1964,2020,91.9,0.02385,0.239,0.0597,0.677102,0.02896,0.05856,0.623162,-0.0211,
しだれやなぎの発芽,静岡,656,31,1964,1995,63.5,-0.02237,-0.224,-0.0277,0.882319,0.10468,0.21794,0.634737,0.3445,
しだれやなぎの発芽,八丈島,678,28,1966,1993,71.9,0.14943,1.494,0.1158,0.557297,0.01242,0.37134,0.973585,0.3263,
しだれやなぎの発芽,神戸,770,36,1977,2020,72.4,0.08418,0.842,0.1087,0.527858,0.11161,0.18903,0.558931,0.2761,
しだれやなぎの発芽,洲本,776,39,1958,2002,69.5,0.18336,1.834,0.2727,0.093087,0.22393,0.11948,0.069034,0.0501,
しだれやなぎの発芽,福岡,807,31,1953,2002,67.6,0.29221,2.922,0.3818,0.034053,0.36652,0.17164,0.041617,0.1201,
しだれやなぎの発芽,佐賀,813,30,1965,1995,65.2,0.01244,0.124,0.0170,0.928949,0.04637,0.20793,0.825212,0.3318,
しだれやなぎの発芽,長崎,817,40,1963,2002,69.7,0.24916,2.492,0.3048,0.055858,0.33017,0.23701,0.171909,0.5306,
しだれやなぎの発芽,鹿児島,827,20,1971,2002,70.5,-0.13257,-1.326,-0.1617,0.495740,-0.33072,0.23000,0.168616,0.0635,
しばの発芽,釧路,418,48,1955,2002,106.3,0.20544,2.054,0.4296,0.002308,0.18614,0.09577,0.058220,0.3587,sig_to_ns
しばの発芽,函館,430,50,1953,2002,107.2,-0.52600,-5.260,-0.7490,0.000000,-0.50895,0.14369,0.000909,0.6191,
しばの発芽,新庄,520,39,1958,1997,123.3,0.09560,0.956,0.1613,0.326715,0.06469,0.13569,0.636435,0.2920,
しばの発芽,青森,575,42,1973,2020,115.6,0.58723,5.872,0.5827,0.000051,0.63972,0.24941,0.014282,0.5283,
しばの発芽,秋田,582,64,1956,2020,99.2,0.43631,4.363,0.5382,0.000004,0.44574,0.13966,0.002237,0.4248,
しばの発芽,宮古,585,33,1955,2007,96.8,0.38030,3.803,0.5714,0.000514,0.31220,0.12280,0.016415,0.1915,
しばの発芽,仙台,590,63,1955,2020,103.0,0.33772,3.377,0.4884,0.000049,0.27045,0.11522,0.022231,0.3683,
しばの発芽,福島,595,53,1964,2020,104.2,0.14710,1.471,0.2476,0.073799,0.09649,0.11916,0.421953,0.3457,
しばの発芽,白河,597,14,1953,1966,99.6,0.31429,3.143,0.4077,0.147929,0.32250,0.16392,0.074854,-0.3532,
しばの発芽,小名浜,598,49,1954,2008,97.8,0.37874,3.787,0.5211,0.000123,0.34511,0.12679,0.009137,0.2962,
しばの発芽,輪島,600,46,1964,2009,112.8,0.15868,1.587,0.3621,0.013413,0.12535,0.09532,0.195451,0.4035,sig_to_ns
しばの発芽,新潟,604,49,1966,2020,106.8,0.00117,0.012,0.0020,0.989018,-0.01854,0.17105,0.914152,0.5849,
しばの発芽,金沢,605,65,1953,2020,103.8,0.09136,0.914,0.2089,0.094999,0.04713,0.08138,0.564599,0.3942,
しばの発芽,富山,607,54,1961,2020,104.1,0.13956,1.396,0.3310,0.014495,0.12159,0.07342,0.103819,0.2378,sig_to_ns
しばの発芽,長野,610,67,1954,2020,99.6,0.06517,0.652,0.1933,0.117002,0.05783,0.04579,0.211193,0.0834,
しばの発芽,高田,612,10,1954,1963,120.4,2.37576,23.758,0.6949,0.025728,2.65254,1.08166,0.043959,0.0094,
しばの発芽,宇都宮,615,66,1953,2020,98.9,0.01577,0.158,0.0400,0.750119,0.02103,0.07207,0.771445,0.3367,
しばの発芽,高山,617,51,1953,2005,99.0,0.37917,3.792,0.6729,0.000000,0.40043,0.06264,0.000000,0.0319,
しばの発芽,松本,618,54,1954,2007,93.5,-0.02165,-0.217,-0.0480,0.730281,-0.03716,0.10703,0.729857,0.4708,
しばの発芽,前橋,624,66,1953,2020,96.8,0.38592,3.859,0.7613,0.000000,0.37203,0.05468,0.000000,0.2515,
しばの発芽,熊谷,626,10,1954,1963,83.7,-0.01818,-0.182,-0.0200,0.956241,0.22093,0.41155,0.608024,0.0789,
しばの発芽,岐阜,632,43,1965,2020,97.9,0.12207,1.221,0.2284,0.140684,0.12510,0.10752,0.251522,0.1877,
しばの発芽,名古屋,636,57,1964,2020,92.3,-0.01938,-0.194,-0.0399,0.768273,0.02812,0.12115,0.817335,0.5379,
しばの発芽,飯田,637,54,1953,2006,115.6,-0.19592,-1.959,-0.4719,0.000316,-0.17344,0.08361,0.043108,0.4351,
しばの発芽,銚子,648,62,1955,2020,92.5,0.29980,2.998,0.4433,0.000308,0.28961,0.12636,0.025495,0.4115,
しばの発芽,津,651,65,1953,2020,95.1,0.25220,2.522,0.5385,0.000004,0.25398,0.06649,0.000311,0.2535,
しばの発芽,浜松,654,50,1953,2005,89.7,0.29436,2.944,0.4683,0.000605,0.28872,0.10440,0.008097,0.2202,
しばの発芽,東京,662,23,1997,2020,99.2,0.43994,4.399,0.3967,0.060886,0.68949,0.36583,0.074079,0.4434,
しばの発芽,横浜,670,33,1980,2020,105.5,-0.12455,-1.246,-0.1823,0.309805,-0.09709,0.11852,0.419173,-0.0711,
しばの発芽,大島,675,52,1954,2009,88.2,0.32934,3.293,0.4872,0.000249,0.34958,0.14987,0.023819,0.4891,
しばの発芽,三宅島,677,36,1954,2000,82.7,0.11186,1.119,0.1576,0.358633,0.24697,0.24790,0.326373,0.5839,
しばの発芽,八丈島,678,55,1955,2009,80.5,0.24747,2.475,0.3028,0.024633,0.22490,0.17051,0.192971,0.4134,sig_to_ns
しばの発芽,鳥取,746,17,1953,1969,98.1,0.17402,1.740,0.2026,0.435425,0.41679,0.22981,0.091220,0.1123,
しばの発芽,浜田,755,43,1965,2007,103.2,-0.08457,-0.846,-0.1582,0.311071,-0.09576,0.12439,0.445949,0.3507,
しばの発芽,京都,759,56,1956,2020,98.2,0.24319,2.432,0.4201,0.001267,0.22819,0.10899,0.041086,0.3603,
しばの発芽,彦根,761,36,1964,2001,98.7,0.04765,0.476,0.0992,0.564753,0.02866,0.07981,0.721838,-0.0711,
しばの発芽,広島,765,65,1953,2020,83.5,0.33747,3.375,0.6454,0.000000,0.34065,0.06537,0.000002,0.2269,
しばの発芽,岡山,768,50,1965,2014,104.2,0.16691,1.669,0.3075,0.029809,0.19454,0.10199,0.062576,0.2745,sig_to_ns
しばの発芽,神戸,770,44,1976,2020,93.6,0.05336,0.534,0.0800,0.605799,-0.04472,0.13813,0.747784,0.3193,
しばの発芽,洲本,776,48,1954,2002,89.0,0.28169,2.817,0.5989,0.000007,0.25505,0.10465,0.018825,0.5271,
しばの発芽,和歌山,777,61,1955,2020,88.6,0.37845,3.784,0.6313,0.000000,0.33501,0.09168,0.000556,0.3794,
しばの発芽,佐賀,813,39,1964,2002,95.3,0.14757,1.476,0.2061,0.208182,0.19414,0.22304,0.389837,0.5411,
しばの発芽,長崎,817,40,1963,2002,92.8,0.32777,3.278,0.4021,0.010105,0.32663,0.22187,0.149429,0.5065,sig_to_ns
しばの発芽,熊本,819,41,1956,2002,85.1,0.32359,3.236,0.4608,0.002432,0.30348,0.13696,0.032767,0.2321,
しばの発芽,屋久島,836,20,1955,1974,102.8,1.58421,15.842,0.5154,0.020016,1.21228,1.31628,0.369939,0.5625,sig_to_ns
しばの発芽,高松,891,34,1965,2002,93.8,0.20637,2.064,0.2583,0.140157,0.26540,0.21556,0.227508,0.4030,
しばの発芽,高知,893,48,1965,2020,91.1,0.17765,1.777,0.2377,0.103784,0.22117,0.14826,0.142747,0.2665,
しばの発芽,徳島,895,13,1954,1967,84.6,1.48461,14.846,0.6897,0.009089,1.78721,0.39093,0.001024,-0.3200,
しろつめくさの開花,網走,409,30,1969,2002,155.4,-0.29006,-2.901,-0.2148,0.254392,-0.17764,0.38855,0.651186,0.3355,
しろつめくさの開花,新庄,520,31,1964,1997,134.2,0.05805,0.580,0.0652,0.727509,0.03020,0.20578,0.884365,0.1514,
